1.65467,1
1.16843,1
-0.70902,0
-1.55944,0
-1.96393,0
-1.04318,0
1.44404,1
0.76419,1
0.20348,1
-0.52868,0
-0.65444,0
1.30122,0
-0.14742,0
-0.38174,0
0.04999,1
0.76221,1
0.96578,0
0.67601,1
-1.88170,0
1.04156,1
-1.22848,0
-0.93561,0
-1.04999,0
0.63695,0
-0.35737,1
0.75392,0
1.85604,1
-1.66954,0
0.11532,0
-1.92518,0
0.30867,0
-0.00818,1
1.01389,1
-0.47208,0
1.01110,1
1.47758,1
-2.19144,1
-1.61728,1
-1.54040,0
-1.58420,0
-0.77007,0
-1.58419,0
-1.87949,0
1.20911,1
1.73325,1
1.00086,1
-0.18319,0
-1.12144,1
1.07790,1
1.25995,1
-0.51961,0
-3.02243,0
0.18897,0
0.50951,1
-0.72140,1
0.29799,1
-1.36471,0
1.49194,0
1.04140,1
-0.84582,0
2.10781,1
-0.65026,0
0.67016,1
0.44707,1
-1.89140,0
-0.81138,0
-0.98157,0
1.83181,0
1.52752,1
-2.77236,0
1.93420,1
-0.60884,0
-1.38973,0
-1.41214,0
1.32046,1
0.64064,1
1.10729,1
-0.24788,1
-1.06469,1
1.32188,1
0.93899,0
0.77678,1
-0.34055,1
-1.10393,0
-1.81071,0
0.54136,1
-0.94043,0
1.36263,1
-2.22970,0
-2.15851,0
-1.60010,0
-0.80289,0
-0.75030,0
-2.38038,0
0.72382,1
-1.67938,0
0.58101,1
-1.65535,0
0.43163,1
0.83329,1
0.98601,1
-1.63896,0
1.22029,1
0.84046,1
-1.35143,0
1.69644,1
0.72365,1
-1.25044,0
0.95052,1
0.88104,1
0.69385,1
-2.30197,0
1.41603,0
-1.53774,0
-0.89210,0
0.86250,1
0.27518,0
0.52668,1
0.78397,0
0.77236,1
1.65998,1
1.18516,1
1.15876,1
1.86454,0
0.53774,0
0.46753,1
-0.62398,0
1.66298,1
1.96888,1
-2.51854,0
1.50075,0
0.13290,0
-0.69512,0
-0.84926,0
-2.55728,0
-1.01381,0
-0.17059,0
1.06846,0
-0.27018,0
-0.16460,0
0.46465,1
-0.39549,0
-0.95216,0
-1.08822,0
0.73947,1
0.16705,0
-0.51585,0
1.51669,0
1.05381,1
0.07817,0
2.07862,0
-0.82821,0
1.10216,1
0.09883,0
0.96170,1
-0.37659,0
0.97049,1
1.94393,1
-0.08997,0
0.48345,1
-1.22386,0
0.56141,0
0.25740,0
0.05338,1
0.18337,0
1.29881,1
-1.04260,0
0.74707,0
0.08073,1
1.04256,1
-1.69386,0
2.05263,0
-2.10439,0
0.59899,1
-0.31647,0
0.71046,1
1.41635,1
1.16004,1
0.55402,1
-2.72291,0
1.04967,0
-0.47763,1
-0.90011,0
-0.70922,0
0.04833,0
-0.77676,0
0.88216,1
0.56707,1
1.52158,1
0.27132,0
0.59016,0
1.22686,1
-0.32603,0
-1.03102,0
-0.72349,0
-0.09008,0
0.45439,0
1.09430,1
-1.41618,0
-0.91904,0
-0.81858,0
1.81878,0
-1.14480,0
-1.12000,0
-0.96000,0
0.94299,1
0.99654,1
1.44148,1
1.40451,1
-1.83542,0
-2.79647,0
0.58799,1
0.28443,1
0.01972,1
0.69345,1
-1.36494,0
-1.33122,0
1.87359,1
0.10467,0
0.24218,1
-0.77190,1
-1.87917,0
-1.98647,0
0.96363,0
1.53110,1
1.09115,1
-1.45872,0
1.84949,1
-2.85205,0
0.99577,1
1.11829,0
2.03169,1
1.20795,1
0.54233,1
1.70138,1
1.12890,1
0.43045,1
-0.31336,1
0.79253,0
1.74919,1
-1.73572,0
1.69994,1
-0.90341,0
0.58018,0
-2.54100,1
-0.17559,1
-1.42705,0
-0.10905,1
0.49955,1
-0.61238,0
2.13667,1
-1.15914,0
0.37412,1
-0.40424,0
-1.48104,0
-0.93281,0
-0.39588,0
-1.31641,1
-2.07250,1
-1.01287,1
-0.73831,1
-1.64335,0
-0.91863,0
-0.96982,0
1.00551,1
-1.29555,0
1.20804,1
-0.86456,0
0.59528,1
0.58096,1
2.39933,1
-1.43680,0
1.10271,1
0.66516,0
-0.67712,0
-0.85669,0
1.00029,1
0.11815,1
1.03826,1
-0.96440,0
0.00146,0
-0.69930,1
-1.67728,0
-1.29123,0
2.24030,1
0.66129,1
2.43895,1
-0.41253,0
0.94885,1
-0.81348,0
-0.57345,1
-1.31264,0
-0.28237,0
-3.16267,0
0.70944,1
2.06581,1
-0.42753,0
-1.56384,0
-0.30261,0
-2.02361,0
0.95496,1
1.82550,1
-1.32700,0
1.28817,1
2.14078,1
0.85977,1
-2.77906,0
-0.82032,0
1.39256,1
-0.28309,0
-1.40804,0
1.31734,0
0.39424,1
0.74375,1
0.90662,1
0.65161,1
1.23474,1
-1.25817,0
1.01335,1
1.26820,1
-0.26914,1
-1.64761,0
1.29307,1
-0.47597,0
0.89000,1
-1.42020,0
0.63684,0
0.48366,1
2.63609,1
0.59878,1
-0.16892,0
-0.72275,0
-0.78178,0
-0.19233,1
-1.22163,0
-1.56773,0
-1.12435,0
1.89382,1
0.59735,1
0.63242,1
1.63481,1
-1.81245,1
-0.01534,0
-1.41069,0
-0.57080,0
1.17924,1
0.59828,0
1.07772,1
0.11331,1
-1.46077,0
0.73127,1
-0.22767,0
0.89730,1
0.74657,1
-0.17325,0
1.58207,1
-1.17094,0
0.60290,1
2.08826,1
-1.85404,0
1.77811,1
2.01307,0
0.84358,1
0.77147,1
-1.09003,0
0.14196,1
1.37972,1
0.89263,1
1.03771,0
-0.12623,1
0.27440,0
-0.67201,0
0.84531,1
-1.20218,0
0.75090,1
0.32387,1
0.68744,1
0.53989,1
0.62691,1
-0.89840,0
-0.80321,0
-1.10187,0
-0.39727,0
-2.22771,0
-0.51204,0
-0.75383,0
0.91616,1
-2.63160,0
1.23543,1
0.34316,1
-2.23216,0
1.47407,1
0.63692,1
0.65207,1
-0.99351,0
-1.02156,0
1.46427,1
-0.48557,0
0.78952,0
0.05085,0
