2.64714,1
-0.89046,1
1.16199,1
-1.57188,0
0.90589,1
-1.91804,0
1.52334,1
0.32651,0
1.36268,1
-1.09108,0
2.25738,0
1.92045,1
-0.89433,0
0.84599,1
-0.62469,0
2.25127,0
-0.94142,1
0.75635,1
-1.11933,0
-1.28069,0
0.50759,1
-0.52519,0
-1.85550,0
-1.20319,0
0.69415,1
-0.07621,0
0.67634,1
0.94175,1
1.12039,1
-1.28687,0
-0.47098,0
1.35851,1
-0.10139,1
1.46144,1
-0.24679,1
2.20905,1
-1.67748,0
0.48488,1
-1.51955,0
-1.83302,0
-1.79515,0
-0.67609,1
-1.84930,1
1.42893,0
-0.19706,0
2.64279,1
0.49877,1
-0.74539,1
1.05895,0
-0.08485,1
1.98271,1
-0.97962,0
1.24314,1
-1.90810,0
-0.09018,0
-0.90665,0
1.31175,1
-0.98470,0
0.23226,1
0.94424,1
-1.27777,0
-0.37227,1
0.70589,1
1.32087,0
-0.46399,0
0.28016,0
0.21187,0
0.83904,1
0.80575,1
-0.74582,0
1.85838,1
-0.20891,0
-0.57649,0
0.71269,1
-1.28270,0
-1.25082,1
1.30962,1
0.70532,1
1.60584,1
1.21167,1
0.97316,1
-0.92775,0
-1.72502,0
2.64400,1
-2.08819,0
-2.06255,0
-1.45111,0
2.59546,0
-0.70038,0
-0.77101,0
-1.92997,0
2.48547,1
1.57746,1
-1.39438,0
0.32639,1
-1.85595,0
0.99720,1
-0.29580,0
1.32294,1
-0.35334,0
-0.51177,0
1.04889,1
-0.64569,0
-1.09191,0
0.04650,0
-0.37564,0
-0.84935,0
1.51518,1
-1.38995,0
1.37308,0
0.59480,1
-1.08851,1
-0.23209,0
0.13701,1
-1.35033,1
-1.77622,0
1.64375,1
-1.83330,0
-1.13331,0
-1.70049,0
-0.56080,0
3.09626,1
0.84097,1
0.77542,1
1.16758,1
0.83625,1
1.08472,1
-0.63225,0
-0.81615,0
-1.39437,0
1.04526,1
0.31589,1
0.78089,1
1.39182,1
1.37476,1
-1.37193,0
-1.44810,1
-1.71278,0
0.98118,1
-1.08570,0
1.08542,1
0.74688,1
2.08799,1
0.30679,1
-2.03298,0
0.53166,1
-0.94528,0
1.82436,1
-0.80056,0
-1.36117,0
1.71529,1
-1.49343,0
0.19018,1
-0.52494,0
2.01916,1
2.12783,1
0.03624,1
-0.74128,0
1.35840,1
-2.30433,0
-0.88722,0
1.88937,1
-2.10754,0
0.49417,0
-2.78894,0
1.16715,1
0.77255,1
-1.08207,0
-0.21790,0
-0.49761,0
0.78179,1
-0.98573,0
-0.95385,0
0.39749,0
-0.98183,0
0.28886,1
-0.28552,0
0.76840,1
-1.45186,0
-1.55042,0
-1.78564,0
1.60298,1
0.52260,1
-0.46988,0
-1.50953,0
1.20071,1
0.69959,1
2.46604,1
-1.65330,0
-2.09648,0
-1.03588,0
-0.41218,0
1.06863,0
-0.48789,0
-0.18788,1
-0.35909,0
0.83527,1
1.81346,1
-0.67291,0
-0.20451,0
-1.10734,0
0.06096,1
2.09901,1
2.40770,1
-1.44291,0
2.29876,0
1.00283,1
-0.80013,0
-1.31440,0
-1.18248,0
